Time (s),Channel_1,Channel_2,Channel_3
6.55,0.8372189266417333,0.31204685867421045,0.25631674104210406
6.65,0.8345188388422644,0.3113088971105774,0.2564098697599784
6.75,0.835500275007256,0.31233360150970724,0.2686922342320526
6.8500000000000005,0.836010071764389,0.31425838438188824,0.2694200143437195
6.95,0.8440303094571271,0.3154421305873085,0.2760637588814703
7.05,0.8430120364239216,0.31635771095010007,0.2643019860322036
7.15,0.8437553534265851,0.3186119511039647,0.26189993066066186
7.25,0.8375849503316416,0.32149631358848585,0.261064890958859
7.3500000000000005,0.8336373494334275,0.3363838988232097,0.26497406253478456
7.45,0.8266215880235006,0.35405375733108013,0.2543204297945792
7.55,0.819922423331361,0.3675454142445624,0.2492869294993904
7.65,0.816069828768781,0.3718035263955744,0.24203250299963533
7.75,0.8214135196519967,0.37831063417525346,0.24750910822331887
7.8500000000000005,0.8310295359398118,0.377689779278681,0.25088354122809803
7.95,0.8222843313777727,0.37363098014752405,0.24112516917660323
8.05,0.8149646544216257,0.3711334909113063,0.24103839050940412
8.15,0.8186400085521637,0.368641541073189,0.25498650992019395
8.250000000000002,0.8164275653016873,0.362735594892654,0.24549366644338058
8.350000000000001,0.8121811486461773,0.3593279172552937,0.23979943935643744
8.450000000000001,0.8056844501277238,0.3546091083185596,0.22898792345755017
8.55,0.8005820657749146,0.3502835123975363,0.22579342999000018
8.65,0.7974512734804725,0.3461377257600917,0.22135199555888707
8.750000000000002,0.7963082149870205,0.34376757949312725,0.2222060532605599
8.850000000000001,0.7957945023205347,0.339510752145477,0.23143028155578102
8.950000000000001,0.796762437705025,0.3371597094301355,0.23735254780430687
9.05,0.7997867036049233,0.3361366057696202,0.24079276411886336
9.15,0.7983780235160146,0.33670556303532273,0.24496431335824947
9.250000000000002,0.8196839398983953,0.33287006694088805,0.2777860533853102
9.350000000000001,0.8257333823747854,0.3312003912542173,0.291380981369948
9.450000000000001,0.8144659679189351,0.32768624343664277,0.267328757781545
9.55,0.8041506886086753,0.32389169255097866,0.2507047430923827
9.650000000000002,0.7976357993252635,0.3217221862319314,0.24301832023379508
9.750000000000002,0.7985761867427958,0.32240921903280334,0.2431130887115906
9.850000000000001,0.7968720603999874,0.3228340676985008,0.2381795976955136
9.950000000000001,0.7903885439252274,0.3206393708086253,0.23143433272735103
10.05,0.7842713243433538,0.31852378410606624,0.22830316292969677
10.150000000000002,0.7800443506331188,0.31469532283659524,0.22062354025195843
10.250000000000002,0.7809140695469826,0.3149009756238577,0.21868823771914678
10.350000000000001,0.7839447101830366,0.3121394277032987,0.21454408211609016
10.450000000000001,0.7856037580344585,0.3090898310815312,0.21458531725528385
10.55,0.7841301011705913,0.3065580734015534,0.21660858808504146
10.650000000000002,0.7850997213067802,0.30705101664541756,0.22115319878256512
10.750000000000002,0.7923803302370592,0.3088037833035908,0.23631638029492158
10.850000000000001,0.790291306431939,0.31104528073559,0.24195840835770843
10.950000000000001,0.7895213749058257,0.31317097736624067,0.2468392180672994
11.05,0.7994585640613113,0.31774020149192006,0.26173040842175554
11.150000000000002,0.8002274483093418,0.32202457839361986,0.26031998982448584
11.250000000000002,0.7906721058495797,0.322537615119566,0.2457970381048698
11.350000000000001,0.7830109479377232,0.32025894263948007,0.2285593995314916
11.450000000000001,0.7789060276579537,0.31613276505006294,0.21831853616123967
11.55,0.7757737782809618,0.31369976873012945,0.21633984429482833
11.650000000000002,0.774685610819193,0.3111576694362079,0.21607884917404663
11.750000000000002,0.7748042036786028,0.30933238510632777,0.21844518350103143
11.850000000000001,0.7733912661766185,0.3052524815002798,0.21384975632203007
11.950000000000001,0.7803526829608186,0.30571003999582336,0.22934420149061252
12.05,0.7841562831226592,0.3060806109850794,0.23289193461254756
12.150000000000002,0.77731839961839,0.30551647699757045,0.22653333146422142
12.250000000000002,0.7713176783397608,0.30562172556147366,0.21972215457766006
12.350000000000001,0.7802775976756708,0.30542936311718166,0.2306394510675385
12.450000000000001,0.7932713589832148,0.3058537273488247,0.23974709564758218
12.55,0.795043626702144,0.30625759791373225,0.24020611589295837
12.650000000000002,0.7876694002180363,0.3066427440493202,0.22796550099456275
12.750000000000002,0.7806793881887955,0.3082544140235656,0.2269803268035093
12.850000000000001,0.7741471505162745,0.3105512843742164,0.22172918856898277
12.950000000000001,0.7684179019302164,0.3088932351048509,0.21107346593868204
13.05,0.7652359523781255,0.3058095174757744,0.20540335296822598
13.150000000000002,0.7711160090080942,0.3041825562352903,0.20999890875584865
13.250000000000002,0.7698738461343363,0.30229996125054137,0.209376057203057
13.350000000000001,0.766006817347747,0.2963679820051706,0.20201387275475877
13.450000000000001,0.7631459723625815,0.2932731645175436,0.19983189888635874
13.55,0.7608769077948941,0.2905931278922228,0.20152294149523092
13.650000000000002,0.7572807369941751,0.2890512585465094,0.2046228915500728
13.750000000000002,0.7589628249634165,0.28760619176227264,0.20544908940916368
13.850000000000001,0.7582263380352058,0.287035338885053,0.19935242987020121
13.950000000000001,0.7584488390939526,0.2842752863913576,0.19577754425310123
14.05,0.7567551855319715,0.28169752853856317,0.19784647114340853
14.150000000000002,0.7583768045753939,0.28123459914372073,0.20607094424514044
14.250000000000002,0.7762972351869999,0.27747577000398044,0.22036251297902132
14.350000000000001,0.7734914406019215,0.27541854707379987,0.21287233080040804
14.450000000000001,0.7648335471583,0.2733360914480909,0.2061633977677531
14.55,0.759084787326223,0.2711281884646458,0.1998572830129811
14.650000000000002,0.7608597643080182,0.27244319523645477,0.20448571437941485
14.750000000000002,0.7635727154143725,0.2719599617360286,0.211335055874337
14.850000000000001,0.7611627236438153,0.26946963369887583,0.21058904549060548
14.950000000000001,0.758962916031076,0.26863147853538544,0.21129800051533476
15.05,0.7584072439405369,0.2704053496684497,0.21806143145125115
15.150000000000002,0.757458205095365,0.27093991211629087,0.21829795878183733
15.250000000000002,0.7554967670810171,0.270950422229036,0.21467965167898237
15.350000000000001,0.7685501549385313,0.27469676139511323,0.227514920689957
15.450000000000001,0.7672199296381665,0.27945051277081384,0.2260535409265106
15.55,0.7676365641797678,0.2823402250922834,0.22352577062768136
15.650000000000002,0.7637665756942489,0.28502664360971197,0.22600889765885374
15.750000000000002,0.7598517819203215,0.28853546265268837,0.2248351350007914
15.850000000000001,0.764588233650882,0.2916088807925216,0.23681874164566447
15.950000000000001,0.7610805806150669,0.2932541873400217,0.2327704316176064
16.05,0.7611983310986276,0.2921908967153424,0.22893363454329815
16.150000000000002,0.7713251003539991,0.2974206782677039,0.24719236126521818
16.25,0.7673797761472693,0.29955831725091264,0.24720395211720977
16.35,0.7640312183123675,0.2988342779007556,0.24569034117745195
16.450000000000003,0.7580737314050228,0.2987606017997884,0.23766249458155797
16.55,0.7523918835356647,0.2946242721575793,0.22417276844911566
16.650000000000002,0.780699719043749,0.29532604860358475,0.25782475750683703
16.75,0.7939507237220882,0.29894135888912543,0.29167346952686246
16.85,0.7882898441812995,0.3079986749675497,0.283778266647727
16.950000000000003,0.7742740305326865,0.3139039050281781,0.26663483388942644
17.05,0.7633509884307303,0.31444883015231295,0.25413611756422744
17.150000000000002,0.7560622972456823,0.31600744406642794,0.24178510824055252
17.25,0.7513345880104211,0.3166985419008867,0.23395081761966421
17.35,0.7482084629335215,0.31884452157477083,0.23203429194555716
17.450000000000003,0.7474883226501673,0.31402248605975197,0.22303155984831122
17.55,0.7510009844072473,0.31013888355748165,0.22226021356619047
17.650000000000002,0.7468330680741111,0.3064669997993286,0.22041786291439874
17.75,0.7482038412498087,0.30093615301334053,0.22453801693351144
17.85,0.7473149070598186,0.2994104174278732,0.23326575164633498
17.950000000000003,0.7453220051691597,0.30014521963897783,0.23631228089511858
18.05,0.7452434593129562,0.2999006646909131,0.2282631978006384
18.150000000000002,0.7420965480428063,0.2986573541591534,0.22198955672273604
18.25,0.7416914335601149,0.29933678345160636,0.2204685025590223
18.35,0.7417170918731414,0.2994024769218513,0.2224935899855555
18.450000000000003,0.7489829933764327,0.2985270835232237,0.22598052338178695
18.55,0.7488565686983175,0.29734270544729774,0.23059858567813124
18.650000000000002,0.7478936192681773,0.29925940037700555,0.2311552037909707
18.75,0.7503749397829331,0.2996568890498053,0.2383648423383697
18.85,0.7467654958708612,0.30325004174294534,0.2362812219130828
18.950000000000003,0.7415696988664569,0.30674093672590935,0.22954238737598362
19.05,0.7387445751706778,0.30383553295354765,0.2264436912551989
19.150000000000002,0.7397206383437669,0.2972972318332361,0.2169841574112936
19.250000000000004,0.7416628610819885,0.2937547762170051,0.21813661926645891
19.35,0.7414847327402679,0.2896408990400992,0.21974985365946514
19.450000000000003,0.7363280492955613,0.2844483135981746,0.21752640351070673
19.55,0.7350898933988158,0.280536087361995,0.21475381062521987
19.650000000000002,0.7359506649151469,0.27640761397640695,0.21137651607861782
19.750000000000004,0.7382784681231259,0.2725055608553696,0.2158228697894941
19.85,0.7407967621075846,0.26934774587832194,0.21806130284262998
19.950000000000003,0.7478522290169952,0.2673419782696575,0.22843411865830085
20.05,0.7613586557129423,0.26612002496099124,0.2499321589522821
20.150000000000002,0.7569579249086359,0.2671601048757604,0.24830728547905154
20.250000000000004,0.7494922892614392,0.26770062796870553,0.23697995255242146
20.35,0.7431527052223077,0.26989275525185763,0.2349118133899196
20.450000000000003,0.7404585823545274,0.26851725741030097,0.23104841040708687
20.55,0.7397964294032746,0.2687104623486007,0.2306205295241346
20.650000000000002,0.7439991108153737,0.2687948170611146,0.23523942777651716
20.750000000000004,0.7413724918500988,0.2708512817466881,0.23078194941990116
20.85,0.7413851502547508,0.27239837455524885,0.2279945343908134
20.950000000000003,0.7437866499660721,0.27362879492869174,0.22776355330701964
21.05,0.7433825372276337,0.2755990303525844,0.22859631020579513
21.150000000000002,0.7433056533562135,0.27770987802635044,0.22571263162368968
21.250000000000004,0.7442940789640615,0.2776751883355864,0.23031918344843053
21.35,0.7464838008335263,0.27937641542284286,0.24335273480124223
21.450000000000003,0.7427110270743809,0.28361314928841125,0.24256936361303288
21.55,0.7399619221072581,0.28616316802600444,0.2389405909836226
21.650000000000002,0.7429541549579743,0.29202052336464945,0.2483565586570741
21.750000000000004,0.7423684077729298,0.29726035165805204,0.24452839443646832
21.85,0.7407587413597991,0.29882955993431287,0.2386008230823153
21.950000000000003,0.7379837959443312,0.29983452891131407,0.23145227363001764
22.05,0.7330849478102057,0.2981810080472396,0.22581125836012322
22.150000000000002,0.7318791664663651,0.29521667181904415,0.2224932041596915
22.250000000000004,0.730269158549512,0.2943304523724184,0.2290327435620614
22.35,0.7409301762285563,0.2949268749427697,0.24263857112735177
22.450000000000003,0.7729281871287405,0.2984666135158261,0.3224821791856335
22.55,0.7640752950595008,0.3028667912188746,0.3009452830119523
22.650000000000002,0.7518376229938463,0.3094811906104254,0.2696853982337022
22.750000000000004,0.7391696790046002,0.31323578621777753,0.24463340337573203
22.85,0.7308140618893306,0.31208567658561204,0.22464347600294945
22.950000000000003,0.7254064187423253,0.3076458384771542,0.21011525132986136
23.05,0.7227246810762189,0.30193762564021004,0.2049980911265389
23.150000000000002,0.7194737477721577,0.29613631721542266,0.20403479647717837
23.250000000000004,0.7136007488857901,0.29009338150924713,0.19887268756072338
23.35,0.7116948849105702,0.28517256357183346,0.19784312731925552
23.450000000000003,0.7104569339160586,0.2800859428137184,0.1966528063012051
23.55,0.708659098951762,0.2758931239482978,0.1935357352236572
23.650000000000002,0.7073088387663368,0.2703981042199841,0.19315352647733205
23.750000000000004,0.7065983288879603,0.26549542096608486,0.18583440984108035
23.85,0.7062218324172249,0.2619686778630962,0.17923315437658044
23.950000000000003,0.7066916277049813,0.25788603615152333,0.17978040013614516
24.05,0.7053005009074151,0.2555110876687155,0.18297589032051012
24.150000000000002,0.7078287895674893,0.25268869061845545,0.18297994149208
24.250000000000004,0.7151806589412224,0.25188625720088853,0.18589641527260825
24.35,0.7234525621106194,0.2511946538700253,0.1942533231020888
24.450000000000003,0.7209589702287639,0.25127058364246296,0.19678882599427175
24.55,0.7147904112539225,0.24927804318971822,0.19493924110753375
24.650000000000002,0.7090174501913689,0.24923636079869077,0.19888371574999697
24.750000000000004,0.7077491508993733,0.25236951176366496,0.20371123326215068
24.85,0.7063135830840364,0.2538985962628125,0.20208759764689954
24.950000000000003,0.705566532307339,0.25495470462607683,0.20304579617964236
25.05,0.7192206707467785,0.25321672373773735,0.2048544835248177
25.150000000000002,0.7207579156037976,0.2532422513061687,0.20936674915409284
25.250000000000004,0.714808055612925,0.25371899760273614,0.2158505688712992
25.35,0.7109829634834733,0.25515186928621236,0.21953748867359946
25.450000000000003,0.7052454960411578,0.255211117677299,0.2115036939289723
25.55,0.7003993305479759,0.2616055840081579,0.21008747186766788
25.650000000000002,0.703520879474992,0.26640006996912746,0.20476260874100072
25.750000000000004,0.7074310060313767,0.2746392822414427,0.22279782975523788
25.85,0.7059455331387072,0.27976790132583823,0.2220955141505816
25.950000000000003,0.7025614589166524,0.2910991508555553,0.22450295500813866
26.05,0.6990862032006571,0.30499731112771894,0.22463743139775
26.150000000000002,0.6974654948338281,0.3093152403532726,0.21291694191590974
26.250000000000004,0.6935627902916821,0.30878836566325113,0.2079089382798867
26.35,0.6904811062325533,0.3164882343342321,0.20837498377119965
26.450000000000003,0.6969918519374639,0.3169335977290154,0.20820422367431363
26.55,0.7009627433895608,0.31139997071280223,0.2089974334220497
26.650000000000002,0.697323269916813,0.3080999427472666,0.20786839441203261
26.750000000000004,0.6947163898667057,0.3061781086041123,0.20316315154654765
26.85,0.693122683060879,0.30678662096347314,0.1998799824346346
26.950000000000003,0.694959950321681,0.3036398215955753,0.20309273832640448
27.05,0.6979515456987815,0.2998110865155518,0.20967981469040994
27.150000000000002,0.6929621990781605,0.29589616429854776,0.20490743812462398
27.250000000000004,0.6889400365338405,0.2959994119391828,0.20282573075257848
27.35,0.6917336280525636,0.29369898205134987,0.20806617839546213
27.450000000000003,0.698529529365865,0.28924227300038935,0.2154089911701823
27.55,0.6992635802341879,0.28570775789018027,0.21119294334783806
27.650000000000002,0.6949121625674285,0.2829641340296336,0.2035240112617426
27.750000000000004,0.6916335674618348,0.28010464618068787,0.1942855717138713
27.85,0.692095781366949,0.28084707296256134,0.19693960352662843
27.950000000000003,0.69898948934641,0.2778766497151607,0.21290322902166728
28.05,0.6980545432215249,0.274069082297079,0.219851470546343
28.150000000000002,0.6922714053480368,0.27263269320112077,0.21618760383940477
28.250000000000004,0.68942447094784,0.2673380396101718,0.21249134383598492
28.35,0.6876895409692508,0.26570084206749517,0.21309683322490564
28.450000000000003,0.6857601360040849,0.26297244628613636,0.20651811642128248
28.55,0.6818450234933501,0.2585316814342703,0.1962384453995636
28.650000000000002,0.6828518220014751,0.25749657223414624,0.19216127881210915
28.750000000000004,0.6872751603522192,0.25554432405731636,0.19330949658277247
28.85,0.6861529791196768,0.25698831666169336,0.19285107115226968
28.950000000000003,0.6840626348334956,0.25499002618734673,0.18960937832071487
29.05,0.6837683269253385,0.2525152211022846,0.1883096274420446
29.150000000000002,0.6835286596128008,0.2500638373506345,0.1886296217678323
29.250000000000004,0.6820331920445158,0.24921260246767565,0.18790764512019995
29.35,0.6775472674448723,0.248781666782773,0.1869805055694928
29.450000000000003,0.6752557319322361,0.24926719607936995,0.1839148136361406
29.55,0.6742779840074489,0.2482429550519444,0.18090241390022554
29.650000000000002,0.6775159857038799,0.2465513745210751,0.17844367427886093
29.750000000000004,0.6824177480031053,0.24526379092921463,0.1813065343403989
29.85,0.6923335817924693,0.24521092443023584,0.1866209480165883
29.950000000000003,0.6970869265738422,0.2458783903077805,0.19095253460906225
30.05,0.6916765741639708,0.24522901698904973,0.19546917293146057
30.150000000000002,0.6890169659390901,0.240044266741396,0.1972837762732142
30.250000000000004,0.6884385269337099,0.2390370862176248,0.20674803648395096
30.35,0.6903134962054892,0.23851739378901834,0.21441188852950652
30.450000000000003,0.6902393671307651,0.23690264871164518,0.2191311497347095
30.55,0.6870564158344211,0.23760943799699588,0.22319158112532161
30.650000000000002,0.684522959084678,0.23468288762504266,0.21309175318436563
30.750000000000004,0.6835613756694283,0.2319496685654902,0.20911601057085716
30.85,0.683163842569379,0.2295730982817178,0.2089892185463664
30.950000000000003,0.6826815937792045,0.22835236658936273,0.2040464998617137
31.05,0.7264084589652482,0.23128047557523007,0.3090582685151242
31.150000000000002,0.7361630574637044,0.24190870598028064,0.3899445066660101
31.250000000000004,0.7210988956873804,0.24830605785311585,0.349243559457084
31.35,0.7128435895989028,0.25232761874913545,0.3135503908190936
31.450000000000003,0.7073251626442784,0.25617893266856356,0.2923241648461582
31.55,0.7036596210540368,0.2567673304834921,0.2696845622776639
31.650000000000002,0.7040453381252829,0.2575905524406974,0.2575225272468619
31.750000000000004,0.6987916220895214,0.2581824255434073,0.24630021933557314
31.85,0.6957318853363001,0.2566753512002091,0.23525359080093394
31.950000000000003,0.6924111942051644,0.25369648195038214,0.22765190494768295
32.05,0.6918644467452435,0.25153203059538065,0.22880627985608953
32.15,0.6893556237973589,0.24831229230877216,0.22557997183085363
32.25,0.6875286927158951,0.24547104445509157,0.22145356421753193
32.35,0.6876761540233239,0.24264864740483155,0.21206878413473765
32.449999999999996,0.6861514765032973,0.2405725736712304,0.20693387594168045
32.55,0.688624464327221,0.23799437350908192,0.2042835737789399
32.65,0.6860252794943301,0.23608656689115456,0.20249740901856392
32.75,0.6805775438102886,0.23374923576578735,0.1984031535605587
32.85,0.6778451497586598,0.23086876981605162,0.2009356663022971
32.949999999999996,0.7040217516015072,0.23050931974769637,0.2578787409756134
33.05,0.7870989523997652,0.2509779433489127,0.548757344918741
33.15,0.7639074801302035,0.27840756837641883,0.5356288964795126
33.25,0.7407086769140624,0.29649014363627685,0.45433569242270805
33.35,0.7329892812340412,0.31560380518737263,0.444386867079196
33.449999999999996,0.7160689556575971,0.3259567928001305,0.39018858975309517
33.55,0.7012438009532802,0.32749097438802427,0.33961865100230815
33.65,0.6896081544167818,0.32497745670331163,0.29542615656286275
33.75,0.6820866715274789,0.3204180265704708,0.2645266170653223
33.85,0.6826808652379296,0.31481539929503277,0.23992373958889093
33.949999999999996,0.6803893069583785,0.3053604681697076,0.2234859823354774
34.05,0.6786248938250695,0.2976188539206486,0.21270729378716846
34.15,0.6755276827300191,0.2897146804528174,0.2056751833653494
34.25,0.6723461429823948,0.28490882082274505,0.1995386873059497
34.35,0.6687348549502208,0.2789100528649193,0.1930378912507363
34.449999999999996,0.6665930574364979,0.27337819508612216,0.19404558802658883
34.55,0.668262145497365,0.2671525434920419,0.19437630509617454
34.65,0.668649479019565,0.2638029136918073,0.19804698806003992
34.75,0.6653115305669792,0.2593511121684411,0.1918395482699343
34.85,0.6615068831270555,0.2550331618805373,0.19023951233668554
34.949999999999996,0.6638770783304696,0.25138636338146136,0.19219735353037423
35.05,0.6661148611571651,0.2492066207602214,0.19415075772662924
35.15,0.6625125888232685,0.2456704206619972,0.1877389106090988
35.25,0.6667429775707298,0.2438091829003415,0.19830856191961746
35.35,0.6715666721189633,0.2370230832300357,0.20004847580457075
35.449999999999996,0.669310470858161,0.23426482103610652,0.20008538647887414
35.55,0.6668143518487583,0.23105534011404116,0.19046395045687253
35.65,0.6640116990979281,0.22846102725399675,0.18161914974654142
35.75,0.6644136945132861,0.22562906789675008,0.17959398193961995
35.85,0.6645107726381708,0.22381166088584148,0.1829921432350226
35.949999999999996,0.6621588592673746,0.22256070472096265,0.18371154771022963
36.05,0.6605287481647163,0.22284654187540132,0.19197497314812753
36.15,0.6626667891374904,0.22455511972287434,0.19106482601150526
36.25,0.6662842470035865,0.22401335395126795,0.19463066079688351
36.35,0.6709505766364348,0.22471559376897768,0.20155604213912928
36.449999999999996,0.6718756874541081,0.2247144985267677,0.2048112067237617
36.55,0.6702040950326086,0.2247785912583982,0.20622887563205516
36.65,0.6687211037336567,0.2240375545916371,0.20607012436517988
36.75,0.6689775274955175,0.22557053562557006,0.20711878298690564
36.85,0.6716968078041978,0.22830419699447638,0.21405659113718117
36.949999999999996,0.6684216049689156,0.22933722102193158,0.20235447661210426
37.05,0.6695922569631554,0.2275326831069895,0.2014270637680771
37.15,0.6724355941908076,0.23338327743122328,0.20964399718938728
37.25,0.6773896520934239,0.23862923486853121,0.20431931089957428
37.35,0.6730603183340608,0.23709020894009358,0.1963789020900638
37.449999999999996,0.6680628666917564,0.23543906812159077,0.1934426547340158
37.55,0.6669099956580076,0.23473396382425518,0.2014088978003232
37.65,0.6664143599219061,0.23491537384644814,0.20005432749683835
37.75,0.6670771958806044,0.23671430917623942,0.1953458372636664
37.85,0.668392508851748,0.23896562166342766,0.1907826908486028
37.949999999999996,0.6622355610034758,0.23733173090973095,0.18199375450813413
38.05,0.655969309197049,0.23720756835535656,0.1790707538400766
38.15,0.6532467504526317,0.23807647455012543,0.17584455834738438
38.25,0.6524417123438329,0.23609787737320695,0.1749074837806845
38.35,0.6534337578911408,0.2322971130942368,0.18236294163155609
38.45,0.6534077125405617,0.22986201053928418,0.19441496806294264
38.55,0.6580333576965883,0.22775975630439596,0.2131066396322771
38.65,0.6621273270903186,0.22549363698502367,0.22517255579476042
38.75,0.664248975884407,0.22327086398234386,0.2394495596022831
38.85,0.6621377315704015,0.22043608227017172,0.23638211537646617
38.95,0.6576576125340423,0.21955936194348216,0.22910889594192863
39.05,0.6546562046166454,0.21825627646188117,0.21415230810355856
39.15,0.6509411677535383,0.21771889165911454,0.2081077029040534
39.25,0.6510159115349633,0.21625137240957457,0.2009452315685037
39.35,0.6522522005446917,0.21327241891034687,0.1971977371055871
39.45,0.6533811435509418,0.21222511460946233,0.19910653018634042
39.55,0.6550288534787725,0.21229929620683402,0.2099675604044151
39.65,0.6566352186892509,0.21403786684097884,0.21091051881553788
39.75,0.6557952788999999,0.2132810965986254,0.2054504558757647
39.85,0.6507071694027962,0.2129296080986423,0.19577096913733907
39.95,0.6454972113773603,0.2146525294065953,0.1930410100098019
40.05,0.6514194323336158,0.21990147769763044,0.19488440560664144
40.15,0.6820211711134796,0.2387492692022684,0.24349931647733006
40.25,0.6739931926696953,0.26385072522674025,0.23665201664427046
40.35,0.6638334113878034,0.27294091963381223,0.21416015322945572
40.45,0.6567496224363302,0.27300391712323274,0.19548851245288348
40.55,0.6528632645390399,0.2706583084942405,0.18209040388701553
40.65,0.6484155883563304,0.2685853098637673,0.17619167301618158
40.75,0.6476749123157886,0.2648468690790114,0.17592553355054902
40.85,0.6464459542526393,0.26114505572123736,0.1774514426897156
40.95,0.644091445453551,0.2576262320619205,0.1795584055797623
41.05,0.6474276180867792,0.2528916053001931,0.18549126596346474
41.15,0.6606217737787587,0.2486734063027925,0.19710587839784788
41.25,0.6689376170938001,0.24587327215668425,0.21824736736544675
41.35,0.6619316909910848,0.24302646384255316,0.21520342636516618
41.45,0.6542895889869511,0.23959932459361652,0.21469556699586412
41.55,0.6482444722243809,0.23623139161106607,0.20290059704623298
41.65,0.6449277653033424,0.2325082210301986,0.19663963999360307
41.75,0.6485696065352338,0.23137373966187466,0.20211830295522676
41.85,0.6471273452469334,0.228383538867645,0.19961410018624462
41.95,0.6440113969809681,0.22586839938196748,0.19097008968586515
42.05,0.6414659876009332,0.2236101152568663,0.18716943163413274
42.15,0.644918180432194,0.2207514909642782,0.18660255698374725
42.25,0.6431441141269922,0.21861802232640717,0.1832650668054269
42.35,0.643121301678321,0.21850990928287817,0.18698433167597553
42.45,0.6411783048649947,0.21636171806222393,0.18289169990181378
42.55,0.6390674703554562,0.21600161506101273,0.18002755375406324
42.65,0.6424146394085528,0.21533183232494707,0.18035790107386268
42.75,0.6502995505594723,0.21517565499828264,0.19329551039520984
